ax,ay,az,gx,gy,gz,thr,as,vz,alt,roll,pitch,label
-0.5690,-1.5598,-10.7223,0.0130,0.1280,0.1960,48.0000,21.9787,0.0300,100.0290,37.6869,-2.0601,3
-0.6475,-1.5598,-11.4090,0.0280,0.1660,0.1970,48.0000,22.0069,0.0700,100.0040,37.8620,-2.1122,3
-0.5690,-1.5107,-11.6347,0.0200,0.1700,0.1970,48.0000,21.9580,0.0000,99.9800,38.0369,-1.9125,3
-0.4905,-1.5500,-11.2226,0.0070,0.1540,0.1860,48.0000,21.9627,0.0000,99.9750,38.0401,-1.8815,3
-0.5199,-1.4911,-11.5464,0.0180,0.1720,0.1920,49.0000,22.0027,-0.0200,99.9820,38.1226,-1.8158,3
-0.5984,-1.5696,-11.3305,-0.0020,0.1580,0.1940,48.0000,21.9788,-0.0600,99.9980,38.0585,-1.7017,3
-0.5886,-1.5598,-10.9283,-0.0050,0.1380,0.2040,48.0000,22.0001,-0.0600,100.0260,37.8756,-1.7866,3
-0.5984,-1.4715,-10.8204,0.0210,0.1280,0.2010,48.0000,22.0291,0.0100,100.0390,37.8310,-2.0278,3
-0.5690,-1.4715,-11.2521,0.0230,0.1520,0.1870,48.0000,22.0477,0.0800,100.0240,37.9223,-2.1483,3
-0.6180,-1.4911,-11.4483,0.0110,0.1630,0.2000,48.0000,22.0513,0.0500,100.0060,38.0110,-2.0582,3
-0.6376,-1.4715,-11.5954,0.0000,0.1680,0.1920,48.0000,22.0267,0.0000,99.9980,37.9233,-1.8840,3
-0.6573,-1.4813,-11.2521,-0.0020,0.1500,0.2080,48.0000,21.9774,-0.0500,100.0120,37.8144,-1.8272,3
-0.5592,-1.5304,-10.7714,0.0050,0.1290,0.1890,48.0000,21.9311,-0.0100,100.0280,37.7070,-1.9644,3
-0.5690,-1.6285,-11.3502,0.0120,0.1640,0.1960,48.0000,21.9619,0.0200,100.0300,37.6459,-1.9672,3
-0.5690,-1.5598,-11.2521,0.0310,0.1550,0.1990,48.0000,21.9633,0.0000,100.0320,37.8160,-1.9422,3
-0.5592,-1.4715,-11.2325,0.0110,0.1550,0.1960,48.0000,21.9847,0.0100,100.0280,37.8945,-1.9654,3
-0.5297,-1.4813,-11.0951,0.0100,0.1480,0.2010,48.0000,21.9627,0.0300,100.0220,37.9247,-2.0574,3
-0.5984,-1.4126,-11.3796,0.0090,0.1500,0.1940,48.0000,21.9685,0.0200,100.0060,37.8931,-2.0163,3
-0.5395,-1.5598,-11.3600,0.0120,0.1520,0.1920,48.0000,21.9536,0.0000,99.9930,37.8885,-1.9499,3
-0.5690,-1.4715,-11.1147,0.0270,0.1420,0.1980,49.0000,21.9945,0.0200,99.9820,37.9723,-2.0788,3
-0.6082,-1.4911,-11.6150,0.0160,0.1640,0.2020,48.0000,21.9924,0.0000,99.9780,38.0259,-1.9439,3
-0.5886,-1.5402,-11.4777,0.0140,0.1590,0.1870,48.0000,22.0438,-0.0400,99.9920,38.0743,-1.8412,3
-0.5297,-1.5402,-10.9087,-0.0120,0.1360,0.1880,48.0000,22.0287,-0.0400,100.0180,37.8966,-1.8498,3
-0.6082,-1.5009,-10.9970,0.0120,0.1330,0.1940,48.0000,22.0298,-0.0100,100.0350,37.7304,-1.9916,3
-0.6769,-1.4911,-11.0166,0.0210,0.1420,0.2010,48.0000,22.0279,0.0200,100.0360,37.8005,-2.0763,3
-0.6376,-1.5205,-11.1343,0.0180,0.1640,0.1940,48.0000,22.0103,0.0800,100.0230,37.8881,-2.1891,3
-0.6082,-1.4519,-11.8701,0.0160,0.1790,0.1950,48.0000,21.9671,0.0000,100.0080,37.9705,-1.9648,3
-0.5886,-1.4813,-11.4286,0.0060,0.1580,0.1900,48.0000,21.9813,-0.0300,100.0080,38.0495,-1.8847,3
-0.5494,-1.6383,-10.8891,-0.0170,0.1260,0.1900,48.0000,21.9869,-0.0300,100.0150,37.8124,-1.9209,3
-0.6278,-1.5794,-11.1245,0.0120,0.1470,0.2040,48.0000,21.9874,0.0100,100.0180,37.5820,-2.0469,3
-0.5788,-1.5205,-11.0951,0.0180,0.1360,0.1950,48.0000,21.9810,-0.0100,100.0250,37.8522,-1.9720,3
-0.6180,-1.5402,-11.1834,0.0230,0.1580,0.1990,48.0000,21.9767,0.0100,100.0290,37.9112,-2.0143,3
-0.5690,-1.5304,-11.3207,0.0080,0.1530,0.1930,48.0000,21.9767,-0.0100,100.0360,37.9810,-1.9255,3
-0.5788,-1.5892,-10.8302,-0.0040,0.1420,0.1850,48.0000,21.9890,0.0300,100.0370,37.9151,-2.0942,3
-0.5984,-1.5304,-11.3109,0.0000,0.1580,0.1980,48.0000,22.0032,0.0500,100.0150,37.8246,-2.1352,3
-0.5984,-1.4617,-11.6739,0.0120,0.1670,0.2060,48.0000,22.0429,0.0000,100.0030,37.8829,-2.0374,3
-0.5690,-1.5402,-11.3207,0.0110,0.1570,0.1850,48.0000,22.0055,-0.0200,99.9990,38.0713,-1.9505,3
-0.6082,-1.5696,-11.3011,0.0020,0.1600,0.1970,48.0000,22.0351,-0.0300,100.0040,38.0395,-1.9369,3
-0.6278,-1.5205,-11.0755,0.0070,0.1480,0.2000,48.0000,22.0067,-0.0300,100.0170,37.9411,-1.9435,3
-0.5886,-1.6383,-11.0951,0.0000,0.1410,0.1910,48.0000,21.9651,-0.0200,100.0280,37.8431,-1.9333,3
-0.6278,-1.4911,-10.9381,0.0140,0.1420,0.2040,48.0000,21.9954,0.0200,100.0360,37.7500,-2.1326,3
-0.5886,-1.5696,-11.4188,0.0200,0.1670,0.1940,48.0000,21.9803,0.0200,100.0340,37.8566,-2.0784,3
-0.6475,-1.5107,-11.2815,0.0250,0.1530,0.1920,48.0000,21.9768,0.0100,100.0240,38.0011,-2.0898,3
-0.5494,-1.5500,-11.2913,0.0130,0.1510,0.2020,48.0000,21.9776,0.0000,100.0090,37.9895,-2.0000,3
-0.5199,-1.6285,-11.3207,0.0030,0.1610,0.1940,48.0000,21.9968,-0.0200,100.0040,37.8736,-1.9496,3
-0.5886,-1.5009,-11.2030,0.0260,0.1490,0.1870,48.0000,21.9811,-0.0200,100.0050,37.8869,-1.9824,3
-0.5788,-1.5794,-11.0166,0.0180,0.1370,0.1940,48.0000,21.9627,-0.0200,100.0150,37.9698,-1.9821,3
-0.5788,-1.5794,-11.1736,0.0160,0.1540,0.1980,48.0000,21.9800,0.0000,100.0230,38.0355,-2.0235,3
-0.5886,-1.5598,-11.1932,0.0180,0.1530,0.2050,48.0000,21.9835,0.0200,100.0250,38.0223,-2.0989,3
-0.5984,-1.5794,-11.4777,0.0120,0.1630,0.1830,48.0000,21.9583,0.0000,100.0200,38.0350,-1.9923,3
-0.5886,-1.5598,-11.2717,-0.0010,0.1540,0.1870,48.0000,22.0060,-0.0300,100.0180,38.0097,-1.9054,3
-0.5690,-1.5500,-11.0166,-0.0130,0.1390,0.2040,48.0000,22.0068,0.0000,100.0110,37.7961,-2.0408,3
-0.6278,-1.5402,-11.0657,0.0190,0.1470,0.1960,48.0000,21.9689,0.0600,99.9910,37.7693,-2.2395,3
-0.5592,-1.5500,-11.6837,0.0260,0.1810,0.1830,48.0000,22.0044,0.0300,99.9750,38.0520,-2.0912,3
-0.5886,-1.5598,-11.5954,0.0050,0.1610,0.1960,48.0000,22.0087,-0.0900,99.9950,38.1621,-1.7435,3
-0.5297,-1.5598,-10.8204,0.0000,0.1350,0.1900,48.0000,21.9849,-0.0900,100.0300,38.0406,-1.8209,3
-0.5592,-1.6383,-10.7321,0.0000,0.1310,0.1900,48.0000,22.0067,0.0000,100.0490,37.8407,-2.0321,3
-0.6180,-1.5304,-11.0559,0.0140,0.1500,0.1930,48.0000,21.9885,0.0500,100.0430,37.7528,-2.1977,3
-0.6376,-1.5990,-11.4188,0.0180,0.1590,0.1900,48.0000,21.9987,0.0200,100.0270,37.9092,-2.0633,3
-0.5690,-1.4519,-11.2030,0.0150,0.1500,0.1970,48.0000,21.9670,0.0000,100.0160,38.0998,-2.0906,3
-0.5592,-1.5304,-11.2619,0.0110,0.1550,0.1950,48.0000,22.0030,0.0000,100.0010,38.1023,-2.0306,3
-0.5494,-1.5107,-11.0068,0.0080,0.1390,0.1960,48.0000,22.0075,0.0100,99.9860,38.0511,-2.1076,3
-0.5592,-1.4323,-11.1736,0.0240,0.1470,0.1960,48.0000,21.9930,0.0300,99.9750,38.0979,-2.1557,3
-0.6082,-1.5696,-11.5464,-0.0030,0.1720,0.1920,48.0000,22.0446,0.0000,99.9690,38.1250,-1.9780,3
-0.5199,-1.5304,-11.3502,0.0010,0.1570,0.2060,48.0000,22.0051,-0.0600,99.9810,37.9646,-1.8971,3
-0.6082,-1.5009,-11.2030,-0.0010,0.1590,0.1890,48.0000,22.0406,-0.0300,99.9950,37.8579,-1.9444,3
-0.5494,-1.4617,-10.9872,0.0110,0.1300,0.1880,48.0000,22.0466,-0.0400,100.0060,37.7668,-1.9835,3
-0.6278,-1.5990,-10.9381,0.0040,0.1420,0.1860,48.0000,22.0289,0.0300,100.0000,37.7053,-2.1213,3
-0.6867,-1.5500,-11.1442,0.0230,0.1540,0.1850,48.0000,21.9939,0.0300,99.9870,37.7818,-2.1250,3
-0.5886,-1.4323,-11.4090,0.0220,0.1650,0.2070,48.0000,21.9832,0.0000,99.9770,37.9494,-2.0583,3
-0.5690,-1.5598,-11.4483,0.0150,0.1540,0.1920,48.0000,21.9560,-0.0400,99.9840,38.0613,-1.9090,3
-0.5592,-1.5107,-11.1736,-0.0060,0.1390,0.1990,48.0000,21.9973,-0.0400,100.0010,37.9220,-1.9316,3
-0.6082,-1.5794,-11.1245,0.0040,0.1420,0.1980,48.0000,21.9985,-0.0200,100.0160,37.7360,-1.9825,3
-0.5788,-1.5402,-11.1147,0.0140,0.1450,0.2020,48.0000,22.0072,0.0000,100.0200,37.6689,-2.0379,3
-0.5984,-1.5696,-11.2325,0.0050,0.1560,0.1900,48.0000,22.0091,0.0000,100.0180,37.7750,-2.0376,3
-0.6180,-1.4911,-11.1343,0.0200,0.1470,0.1980,48.0000,22.0119,0.0100,100.0050,37.8623,-2.1001,3
-0.5788,-1.4813,-11.2717,0.0000,0.1570,0.1850,48.0000,21.9829,0.0500,99.9840,37.9303,-2.1273,3
-0.6475,-1.5598,-11.6347,0.0110,0.1710,0.1870,48.0000,22.0206,0.0100,99.9690,37.8696,-1.9956,3
-0.5788,-1.4911,-11.2521,0.0130,0.1470,0.2040,48.0000,22.0275,-0.0200,99.9680,37.8904,-1.9830,3
-0.6082,-1.5205,-11.1736,0.0250,0.1510,0.1830,48.0000,22.0498,-0.0200,99.9770,37.9763,-1.9566,3
-0.5886,-1.5990,-11.2717,0.0100,0.1530,0.1980,48.0000,21.9980,-0.0400,99.9900,37.9335,-1.8645,3
-0.5788,-1.4126,-10.9578,0.0120,0.1400,0.1980,48.0000,22.0116,-0.0100,100.0000,37.8761,-2.0120,3
-0.5199,-1.5794,-11.1834,0.0220,0.1500,0.1890,48.0000,21.9908,0.0100,99.9950,37.9105,-2.0084,3
-0.5788,-1.5304,-11.1638,0.0070,0.1530,0.2010,48.0000,22.0210,0.0300,99.9830,37.8847,-2.0774,3
-0.6376,-1.4715,-11.3404,0.0150,0.1520,0.1940,48.0000,22.0136,0.0200,99.9680,37.8974,-2.0549,3
-0.5395,-1.5304,-11.5071,0.0090,0.1670,0.1870,48.0000,21.9959,0.0000,99.9540,37.9320,-1.9447,3
-0.5788,-1.5009,-11.4581,0.0050,0.1590,0.2040,48.0000,22.0466,-0.0400,99.9590,37.8489,-1.8585,3
-0.5886,-1.4813,-11.2619,0.0190,0.1480,0.1910,48.0000,22.0246,-0.0600,99.9780,37.8507,-1.8071,3
-0.6475,-1.5598,-11.1147,0.0100,0.1480,0.1990,48.0000,22.0197,-0.0400,99.9980,37.8380,-1.8405,3
-0.6475,-1.4519,-10.8302,0.0120,0.1410,0.1970,48.0000,22.0127,0.0200,100.0050,37.8899,-2.0571,3
-0.5690,-1.5794,-11.3698,0.0050,0.1570,0.1950,48.0000,21.9888,0.0500,99.9920,37.8173,-2.0527,3
-0.5788,-1.5794,-11.4777,0.0050,0.1610,0.2010,48.0000,22.0210,0.0300,99.9810,37.7603,-2.0068,3
-0.5984,-1.3734,-11.2423,0.0220,0.1580,0.1880,48.0000,22.0368,0.0300,99.9730,37.8590,-2.0463,3
-0.6180,-1.5205,-11.4875,0.0110,0.1620,0.1970,48.0000,22.0191,0.0000,99.9640,37.8491,-1.9640,3
-0.5984,-1.5402,-11.5562,0.0100,0.1640,0.1990,48.0000,22.0289,-0.0200,99.9630,37.8065,-1.8782,3
-0.6475,-1.5009,-11.0657,0.0200,0.1410,0.1890,48.0000,22.0209,-0.0300,99.9790,37.8790,-1.9078,3
-0.6376,-1.5990,-10.9676,0.0090,0.1360,0.1910,48.0000,22.0389,-0.0100,100.0000,37.8387,-1.9569,3
-0.6573,-1.7069,-11.2325,0.0140,0.1520,0.1970,48.0000,21.9913,0.0000,100.0110,37.7465,-1.8883,3
-0.5984,-1.4911,-11.0068,0.0150,0.1490,0.1920,48.0000,21.9989,0.0000,100.0250,37.7838,-2.0347,3
-0.5690,-1.5107,-11.1834,0.0220,0.1560,0.1950,48.0000,22.0217,0.0300,100.0250,37.8575,-2.0645,3
-0.6573,-1.5009,-11.5366,0.0060,0.1720,0.1960,48.0000,21.9573,0.0300,100.0120,37.9145,-2.0006,3
-0.5494,-1.5304,-11.1834,0.0040,0.1500,0.1930,48.0000,21.9424,0.0100,100.0040,37.8894,-2.0111,3
-0.5199,-1.5598,-11.1736,0.0150,0.1450,0.1990,48.0000,21.9888,0.0400,99.9880,37.8686,-2.0793,3
-0.5886,-1.4813,-11.4483,0.0310,0.1680,0.1990,48.0000,21.9910,0.0500,99.9730,37.9001,-2.1084,3
-0.5395,-1.6186,-11.6150,0.0110,0.1670,0.1920,48.0000,22.0132,-0.0200,99.9710,38.0686,-1.8334,3
-0.5690,-1.4911,-11.3109,0.0020,0.1520,0.1990,48.0000,22.0406,-0.0500,99.9870,38.0272,-1.8223,3
-0.6180,-1.5009,-11.0166,-0.0040,0.1390,0.1960,48.0000,22.0211,-0.0200,100.0080,37.7787,-1.9150,3
-0.5984,-1.5205,-11.0362,0.0150,0.1440,0.1910,48.0000,22.0235,0.0100,100.0130,37.7581,-2.0298,3
-0.6475,-1.4813,-11.4385,0.0230,0.1650,0.1960,48.0000,21.9569,0.0100,100.0060,37.8209,-1.9882,3
-0.6376,-1.4911,-11.0951,0.0000,0.1510,0.2020,48.0000,21.9629,0.0400,99.9990,37.8377,-2.1169,3
-0.5788,-1.5304,-11.3894,0.0130,0.1560,0.1900,48.0000,21.9630,0.0200,99.9860,37.7498,-2.0222,3
-0.5690,-1.4813,-11.3796,0.0150,0.1600,0.1970,48.0000,21.9958,0.0000,99.9800,37.8515,-1.9783,3
-0.5395,-1.5107,-11.3698,0.0100,0.1510,0.1960,48.0000,21.9973,-0.0300,99.9890,37.8454,-1.8713,3
-0.5886,-1.5304,-11.1736,0.0040,0.1500,0.1890,48.0000,21.9932,-0.0300,100.0060,37.8330,-1.8570,3
-0.6376,-1.5598,-11.0068,0.0130,0.1430,0.1890,48.0000,22.0196,-0.0100,100.0190,37.7063,-1.9042,3
-0.5886,-1.5598,-10.8695,0.0190,0.1390,0.1920,48.0000,22.0395,0.0100,100.0230,37.7055,-1.9967,3
-0.6376,-1.4911,-11.1049,0.0230,0.1520,0.1920,48.0000,21.9825,0.0300,100.0150,37.8108,-2.0787,3
-0.5788,-1.5304,-11.4385,0.0260,0.1590,0.1920,48.0000,21.9799,0.0300,100.0050,37.9683,-2.0262,3
-0.5395,-1.5696,-11.2325,0.0030,0.1530,0.1970,48.0000,21.9885,0.0100,99.9900,38.0267,-1.9730,3
-0.5886,-1.5990,-11.3109,0.0000,0.1550,0.1930,48.0000,21.9690,0.0100,99.9750,37.9470,-2.0190,3
-0.5886,-1.5794,-11.4679,0.0070,0.1650,0.2000,48.0000,21.9940,0.0000,99.9660,37.9190,-1.9400,3
-0.6082,-1.5402,-11.2619,0.0200,0.1480,0.1980,49.0000,21.9700,-0.0300,99.9740,38.0716,-1.8700,3
-0.5395,-1.5500,-11.3011,0.0040,0.1590,0.2030,49.0000,22.0343,-0.0200,99.9910,38.1108,-1.8768,3
-0.5886,-1.5304,-11.2128,0.0090,0.1460,0.1930,48.0000,22.0231,-0.0300,100.0030,38.0707,-1.8758,3
-0.5886,-1.5009,-11.3992,-0.0010,0.1630,0.1940,48.0000,22.0167,-0.0300,100.0150,38.0105,-1.8455,3
-0.6376,-1.6088,-11.0951,-0.0050,0.1430,0.1960,48.0000,21.9834,-0.0400,100.0240,37.9123,-1.8464,3
-0.5886,-1.5205,-10.6340,0.0130,0.1240,0.1990,48.0000,22.0149,0.0200,100.0260,37.7628,-2.0960,3
-0.6082,-1.5304,-11.4679,0.0320,0.1680,0.1990,48.0000,21.9956,0.0600,100.0100,37.8961,-2.1356,3
-0.6180,-1.5304,-11.4679,0.0270,0.1710,0.1950,48.0000,21.9716,0.0300,100.0000,38.1370,-2.0509,3
-0.5690,-1.5500,-11.6150,0.0140,0.1680,0.1840,49.0000,21.9820,-0.0300,100.0040,38.2797,-1.8221,3
-0.5101,-1.5500,-10.8989,-0.0020,0.1290,0.1980,48.0000,22.0163,-0.0400,100.0290,38.0012,-1.8566,3
-0.5788,-1.6088,-11.1932,0.0060,0.1540,0.1930,48.0000,22.0277,0.0000,100.0390,37.8696,-1.9797,3
-0.5984,-1.5107,-11.4090,0.0200,0.1610,0.2060,48.0000,22.0472,0.0000,100.0420,37.8166,-1.9803,3
-0.5494,-1.5205,-11.0853,0.0140,0.1450,0.1860,48.0000,22.0166,-0.0100,100.0500,37.9150,-1.9672,3
-0.5788,-1.5402,-10.7714,0.0060,0.1370,0.1920,48.0000,21.9865,0.0600,100.0420,37.8762,-2.1391,3
-0.6376,-1.5696,-11.3207,0.0230,0.1610,0.1980,48.0000,21.9798,0.0700,100.0240,37.8957,-2.1715,3
-0.6082,-1.6186,-11.6445,0.0190,0.1690,0.1850,48.0000,21.9588,0.0000,100.0120,37.9853,-1.9063,3
-0.5199,-1.6383,-11.1932,0.0110,0.1570,0.1920,48.0000,21.9408,-0.0300,100.0210,38.0991,-1.8998,3
-0.5101,-1.5696,-10.7714,0.0010,0.1400,0.1890,48.0000,21.9490,0.0100,100.0310,38.0112,-2.0429,3
-0.5690,-1.5696,-11.2619,0.0170,0.1570,0.1920,48.0000,21.9863,0.0100,100.0330,37.9485,-2.0157,3
-0.6278,-1.5402,-11.3796,0.0180,0.1510,0.1890,48.0000,21.9516,-0.0100,100.0400,38.0372,-1.9255,3
-0.5297,-1.5107,-10.9480,0.0070,0.1430,0.2050,48.0000,21.9768,0.0000,100.0480,38.0519,-2.0622,3
-0.5690,-1.5107,-11.1736,0.0090,0.1470,0.2060,48.0000,21.9556,0.0500,100.0390,38.0344,-2.1898,3
-0.6180,-1.5205,-11.7524,0.0190,0.1680,0.1940,48.0000,21.9830,0.0200,100.0210,38.0074,-2.0547,3
-0.6082,-1.4911,-11.3698,0.0090,0.1610,0.1900,48.0000,21.9898,-0.0100,100.0190,38.0675,-1.9877,3
-0.6082,-1.4911,-11.2521,0.0000,0.1550,0.1900,48.0000,22.0107,-0.0100,100.0240,38.0643,-1.9813,3
-0.5984,-1.4911,-11.3404,0.0060,0.1640,0.2020,48.0000,22.0270,-0.0100,100.0260,37.9722,-2.0103,3
-0.6867,-1.4911,-11.1540,0.0160,0.1490,0.1980,48.0000,21.9745,-0.0200,100.0330,37.9705,-2.0219,3
-0.6278,-1.5990,-11.1245,-0.0030,0.1470,0.1870,48.0000,22.0019,-0.0100,100.0400,37.8859,-1.9738,3
-0.5690,-1.4911,-10.9185,0.0030,0.1370,0.1970,48.0000,21.9894,0.0100,100.0460,37.7376,-2.1096,3
-0.6376,-1.4323,-11.2521,0.0200,0.1590,0.1980,48.0000,21.9847,0.0700,100.0350,37.7196,-2.2561,3
-0.6082,-1.5009,-11.5954,0.0130,0.1730,0.1860,48.0000,21.9967,0.0400,100.0140,37.8389,-2.1525,3
-0.5788,-1.5500,-11.3992,0.0060,0.1560,0.1960,48.0000,21.9916,-0.0300,100.0040,37.7996,-1.9793,3
-0.5494,-1.4224,-11.0362,0.0170,0.1450,0.2070,48.0000,21.9811,0.0000,100.0120,37.7860,-2.1610,3
-0.5886,-1.5402,-11.3992,0.0140,0.1550,0.1920,48.0000,21.9866,0.0100,100.0140,37.7992,-2.1045,3
-0.5690,-1.5304,-11.3992,0.0020,0.1530,0.1980,48.0000,22.0227,-0.0300,100.0200,37.7787,-1.9886,3
-0.6082,-1.4911,-11.0853,0.0100,0.1430,0.1930,48.0000,21.9928,-0.0100,100.0300,37.7394,-2.0662,3
-0.5690,-1.5892,-11.1540,0.0030,0.1480,0.1900,48.0000,21.9735,0.0000,100.0290,37.6046,-2.0625,3
-0.6082,-1.4911,-11.1343,0.0130,0.1480,0.2060,48.0000,21.9438,0.0000,100.0230,37.5971,-2.1213,3
-0.6082,-1.5205,-10.9970,0.0120,0.1430,0.2040,48.0000,21.9628,0.0300,100.0150,37.6080,-2.2243,3
-0.5395,-1.5402,-11.2030,0.0250,0.1490,0.1890,48.0000,21.9802,0.0400,99.9930,37.6819,-2.2206,3
-0.6082,-1.4911,-11.3600,0.0220,0.1590,0.1980,48.0000,21.9695,0.0400,99.9720,37.8313,-2.1839,3
-0.5788,-1.5107,-11.7818,0.0170,0.1750,0.1890,48.0000,21.9817,-0.0100,99.9660,37.9233,-2.0000,3
-0.5395,-1.5402,-11.4483,0.0120,0.1610,0.1950,48.0000,21.9702,-0.0800,99.9850,37.9266,-1.8385,3
-0.5101,-1.5304,-10.9087,-0.0150,0.1320,0.1930,48.0000,21.9937,-0.0800,100.0160,37.7554,-1.8706,3
-0.5886,-1.5794,-10.9185,-0.0020,0.1430,0.1980,48.0000,21.9811,-0.0100,100.0310,37.5485,-2.0574,3
-0.5592,-1.4911,-11.0657,0.0350,0.1550,0.2000,48.0000,22.0035,0.0500,100.0230,37.7148,-2.2439,3
-0.5690,-1.5205,-11.3992,0.0140,0.1710,0.1970,48.0000,22.0094,0.0400,99.9970,37.9234,-2.1741,3
-0.5788,-1.5205,-11.3305,0.0140,0.1530,0.1880,48.0000,21.9801,0.0000,99.9810,37.8832,-2.0353,3
-0.6278,-1.5107,-11.5169,0.0060,0.1670,0.2010,48.0000,22.0099,-0.0100,99.9780,37.8843,-1.9932,3
-0.5690,-1.4715,-11.1540,0.0030,0.1410,0.1940,48.0000,22.0002,-0.0500,99.9930,37.8233,-1.9827,3
-0.5690,-1.6088,-10.9185,0.0090,0.1500,0.1920,48.0000,22.0090,0.0000,100.0070,37.7112,-2.0789,3
-0.6278,-1.5205,-11.1245,0.0150,0.1460,0.1890,48.0000,22.0410,0.0000,100.0130,37.7493,-2.1006,3
-0.5984,-1.5500,-11.3207,0.0130,0.1640,0.2000,48.0000,22.0275,0.0000,100.0130,37.7761,-2.0465,3
-0.5984,-1.5304,-11.1049,0.0080,0.1500,0.1860,48.0000,22.0337,-0.0100,100.0150,37.8296,-2.0253,3
-0.6180,-1.5598,-11.2128,-0.0030,0.1550,0.2030,48.0000,22.0131,0.0000,100.0070,37.6790,-2.0583,3
-0.5788,-1.4911,-11.1245,0.0130,0.1500,0.1950,48.0000,21.9949,0.0200,99.9960,37.7105,-2.1295,3
-0.5494,-1.4421,-11.2325,0.0230,0.1600,0.2010,48.0000,21.9732,0.0400,99.9780,37.8153,-2.1705,3
-0.5494,-1.5205,-11.6641,0.0110,0.1710,0.1870,48.0000,21.9924,0.0000,99.9570,37.9210,-2.0012,3
-0.5199,-1.5402,-11.3796,0.0160,0.1500,0.1940,49.0000,21.9736,-0.0500,99.9620,37.9743,-1.8732,3
-0.4905,-1.6186,-10.9872,0.0050,0.1390,0.1860,48.0000,21.9914,-0.0300,99.9770,37.8107,-1.9299,3
-0.5494,-1.5500,-10.9283,0.0150,0.1470,0.2020,48.0000,21.9600,0.0200,99.9770,37.7610,-2.1060,3
-0.5690,-1.5009,-11.1442,0.0230,0.1560,0.1950,48.0000,21.9797,0.0500,99.9650,37.8576,-2.1732,3
-0.5886,-1.5696,-11.5267,0.0060,0.1620,0.1890,49.0000,22.0202,0.0200,99.9490,37.9530,-2.0387,3
-0.5592,-1.5402,-11.6052,0.0030,0.1640,0.1900,48.0000,22.0437,-0.0200,99.9370,37.8990,-1.9006,3
-0.5984,-1.5990,-11.0755,0.0050,0.1350,0.1880,48.0000,22.0791,-0.0400,99.9400,37.8705,-1.8757,3
-0.5984,-1.5205,-11.0755,0.0120,0.1480,0.2030,48.0000,22.0534,-0.0100,99.9460,37.7938,-1.9862,3
-0.6180,-1.4715,-11.3894,0.0270,0.1640,0.1880,48.0000,22.0229,0.0000,99.9520,37.9136,-2.0159,3
-0.5984,-1.4813,-11.4875,0.0110,0.1620,0.1900,48.0000,22.0507,-0.0400,99.9650,38.0465,-1.8541,3
-0.5690,-1.5402,-11.1245,-0.0010,0.1440,0.1940,48.0000,22.0093,-0.0600,99.9880,37.9013,-1.8181,3
-0.5886,-1.5107,-11.0166,0.0030,0.1400,0.1980,48.0000,22.0036,-0.0300,100.0070,37.7269,-1.9125,3
-0.5886,-1.4617,-11.1147,0.0190,0.1580,0.1970,48.0000,22.0091,0.0000,100.0130,37.7454,-2.0291,3
-0.6278,-1.4323,-11.1049,0.0060,0.1400,0.2020,48.0000,22.0158,0.0100,100.0060,37.7773,-2.0584,3
-0.5494,-1.4911,-11.0559,0.0150,0.1450,0.1810,48.0000,21.9912,0.0700,99.9870,37.8621,-2.1737,3
-0.5788,-1.6186,-11.7524,0.0110,0.1770,0.1980,48.0000,22.0261,0.0100,99.9710,37.8182,-1.9651,3
-0.5984,-1.4421,-11.3992,0.0190,0.1530,0.2040,48.0000,22.0307,-0.0600,99.9840,37.9495,-1.8447,3
-0.6573,-1.4715,-10.8989,0.0030,0.1380,0.1940,48.0000,21.9979,-0.0300,100.0010,37.9898,-1.9006,3
-0.5494,-1.5304,-11.1147,-0.0020,0.1510,0.2040,48.0000,22.0257,0.0100,100.0080,37.8009,-2.0333,3
-0.6180,-1.5598,-11.2717,0.0090,0.1580,0.1890,48.0000,22.0390,0.0100,100.0120,37.7255,-2.0114,3
-0.6082,-1.5696,-11.2423,0.0300,0.1560,0.1840,48.0000,22.0180,0.0100,100.0120,37.8058,-2.0239,3
-0.6376,-1.4911,-11.3600,0.0130,0.1540,0.1950,48.0000,21.9860,0.0100,100.0050,37.8969,-2.0335,3
-0.5494,-1.5107,-11.3698,0.0110,0.1650,0.1920,48.0000,21.9573,0.0200,99.9930,37.9362,-2.0254,3
-0.5297,-1.5402,-11.1343,0.0000,0.1510,0.2000,48.0000,21.9731,0.0000,99.9860,37.8701,-2.0174,3
-0.5395,-1.4519,-11.2423,0.0300,0.1620,0.1930,48.0000,21.9886,0.0100,99.9850,37.9903,-2.0557,3
-0.5592,-1.5205,-11.5856,0.0220,0.1730,0.1960,48.0000,22.0122,-0.0400,99.9960,38.1433,-1.8280,3
-0.5788,-1.4911,-10.9578,0.0000,0.1380,0.1900,48.0000,22.0178,-0.0600,100.0210,38.2306,-1.8332,3
-0.6082,-1.5794,-11.1049,-0.0040,0.1460,0.1940,48.0000,21.9988,-0.0400,100.0380,37.9179,-1.8783,3
-0.5984,-1.6186,-10.6733,0.0140,0.1260,0.1940,48.0000,22.0113,0.0000,100.0450,37.8130,-2.0404,3
-0.6278,-1.5696,-10.8989,0.0220,0.1400,0.1930,48.0000,22.0104,0.0900,100.0240,38.0241,-2.2166,3
